time,open,high,low,close,EMA,Smoothing Line,%K,%D
2022-03-21T03:00:00+01:00,14350.9,14381.1,14343.4,14365.7,14075.062150992131,14049.927943120365,83.11351351351382,84.09764112594199
2022-03-21T04:00:00+01:00,14365.3,14377.4,14362.2,14373.2,14086.75383134538,14062.79351397839,84.32852386237546,82.47062815250585
2022-03-21T05:00:00+01:00,14373.3,14375.6,14353.1,14360.8,14097.500739920071,14074.795336959627,72.56198347107438,80.00134028232122
2022-03-21T06:00:00+01:00,14361.6,14363.1,14308.1,14331.4,14106.673259923205,14085.837872765132,53.611225753198525,70.16724436221614
2022-03-21T07:00:00+01:00,14331.3,14360.5,14322.3,14348.8,14116.168426200727,14096.431681676306,56.301747930082726,60.82498571811855
2022-03-21T08:00:00+01:00,14348.7,14368.5,14313.8,14350.7,14125.365742820306,14106.492400041938,41.55681104833712,50.489928243872804
2022-03-21T09:00:00+01:00,14351.1,14380.1,14341.2,14352.3,14134.265125454804,14115.994658863823,41.83089637635065,46.56315178492351
2022-03-21T10:00:00+01:00,14352.1,14387.4,14324.8,14370,14143.50963033893,14125.196436947594,45.61532792925581,43.001011784647865
2022-03-21T11:00:00+01:00,14369.9,14381,14351,14367.3,14152.285723266814,14134.318929616315,43.62564480471583,43.690623036774106
2022-03-21T12:00:00+01:00,14367.9,14431.6,14366.3,14404.6,14162.180400785763,14143.521324533323,74.8062015503876,54.68239142811976
2022-03-21T13:00:00+01:00,14404.6,14409.5,14363.6,14370.5,14170.34979683338,14152.518135335937,50.52631578947339,56.319387381525615
2022-03-21T14:00:00+01:00,14369.8,14470,14295.8,14305.2,14175.638040094816,14160.79271826394,5.396096440873373,43.576204593578126
2022-03-21T15:00:00+01:00,14305.3,14362.4,14232.2,14349.1,14182.44046989502,14168.578886175155,49.158957106812444,35.0271231123864
2022-03-21T16:00:00+01:00,14349.4,14458.7,14327.2,14445,14192.736922056,14176.669125932993,89.48696383515556,48.01400579428046
2022-03-21T17:00:00+01:00,14445,14454,14248.8,14256.1,14195.22174864204,14183.277395504247,10.050462573591131,49.56546117185304
2022-03-21T18:00:00+01:00,14255.9,14273.9,14187,14265.6,14197.981680067842,14188.80377215114,27.773851590106137,42.43709266628427
2022-03-21T19:00:00+01:00,14265.5,14346.9,14231.9,14255.9,14200.252986731848,14193.726761478547,24.346289752650048,20.723534638782436
2022-03-21T20:00:00+01:00,14256,14379,14247.8,14374.2,14207.07443823256,14198.653555146055,66.14840989399319,39.422850412249794
2022-03-21T21:00:00+01:00,14374.3,14403.4,14370,14396.9,14214.518577909714,14203.009886316799,74.16961130742037,54.888103651354534
2022-03-21T23:00:00+01:00,14390.2,14393.3,14370.2,14374.2,14220.780594462274,14208.121655480843,66.14840989399319,68.8221436984689
2022-03-22T00:00:00+01:00,14374,14376.8,14346.4,14346.6,14225.714688797087,14213.668257226693,56.39575971731462,65.57126030624272
2022-03-22T01:00:00+01:00,14346.6,14350.1,14316.6,14316.9,14229.290583354064,14219.475776551135,45.90106007067125,56.148409893993026
2022-03-22T02:00:00+01:00,14316.8,14330.4,14298.9,14318.9,14232.804678124494,14224.62182452952,46.607773851589975,49.63486454652528
2022-03-22T03:00:00+01:00,14319.1,14352.8,14309.3,14333.2,14236.741749570592,14229.066458861696,51.66077738515927,48.0565371024735
2022-03-22T04:00:00+01:00,14332.9,14342.7,14318.8,14329.5,14240.379328018804,14232.986205573001,50.35335689045937,49.540636042402866
2022-03-22T05:00:00+01:00,14329.4,14341.6,14310.9,14320,14243.501707312183,14236.543609276025,48.95104895104882,50.321727742222485
2022-03-22T06:00:00+01:00,14320.2,14344.3,14305.5,14338,14247.207522711706,14240.12699714755,55.57600294442385,51.62680292864402
2022-03-22T07:00:00+01:00,14337.9,14357.8,14331.8,14334.3,14250.622913977913,14243.690644318234,55.168539325842424,53.23186374043837
2022-03-22T08:00:00+01:00,14334.1,14397.3,14328.2,14386.5,14255.95142715525,14247.532579835166,92.19038817005561,67.64497681344064
2022-03-22T09:00:00+01:00,14386.5,14446.8,14379.4,14433.5,14262.914116286418,14252.03953748869,93.8110749185671,80.39000080482171
2022-03-22T10:00:00+01:00,14433.4,14453.5,14414.4,14424.2,14269.239052902636,14257.187006606779,85.75595527467226,90.58580612109832
2022-03-22T11:00:00+01:00,14424,14439,14399.2,14427.6,14275.44928612214,14262.835359288865,83.24708926261347,87.60470648528428
2022-03-22T12:00:00+01:00,14427.7,14429.2,14386.1,14390.9,14279.976765097743,14268.706129512831,59.508408796895075,76.17048444472694
2022-03-22T13:00:00+01:00,14390.1,14404.6,14367.4,14401.4,14284.738460584105,14274.463536198604,66.30012936610592,69.6852091418715
2022-03-22T14:00:00+01:00,14401.5,14494.2,14378.7,14472.6,14292.105579776886,14280.301828896696,88.94009216589849,71.58287677629984
2022-03-22T15:00:00+01:00,14473.5,14640.9,14472.7,14618.7,14304.91320409936,14287.436659136041,93.50877192982487,82.9163311539431
2022-03-22T16:00:00+01:00,14618.6,14689.5,14597.6,14630.2,14317.66954903664,14295.880711718939,84.55729166666686,89.00205192079675
2022-03-22T17:00:00+01:00,14630,14649,14576.8,14618.2,14329.455056917555,14305.776370082904,81.43229166666686,86.4994517543862
2022-03-22T18:00:00+01:00,14617.4,14652.2,14588,14650.6,14342.048976254122,14317.238473216907,89.86979166666676,85.2864583333335
2022-03-22T19:00:00+01:00,14650.8,14664.4,14595.1,14648.3,14354.058820322587,14329.629121326047,89.27083333333314,86.85763888888893
2022-03-22T20:00:00+01:00,14648.3,14694.6,14633.2,14660.2,14366.064356780525,14341.85935186228,90.61135371179049,89.91732623726347
2022-03-22T21:00:00+01:00,14660.1,14674.7,14654.4,14658.7,14377.54026435776,14353.833494926503,90.20196506550228,90.02805070354198
2022-03-22T23:00:00+01:00,14653,14677,14635.2,14670.2,14389.017116735888,14365.74590689017,92.5427872860637,91.11870202111884
2022-03-23T00:00:00+01:00,14670.3,14674.6,14656.7,14671.9,14400.110563138402,14377.358224267027,93.06234718826386,91.93569984660996
2022-03-23T01:00:00+01:00,14671.7,14682.2,14636.8,14642.9,14409.631717525132,14388.472803707535,84.19926650366729,89.9348003259983
2022-03-23T02:00:00+01:00,14643.2,14655.8,14636.3,14653.8,14419.206944288851,14399.101321209198,87.53056234718795,88.26405867970637
2022-03-23T03:00:00+01:00,14654,14678.9,14631,14670.2,14429.0498092187,14409.40323018139,92.5427872860637,88.09087204563967
2022-03-23T04:00:00+01:00,14670.1,14675.4,14654.8,14656.1,14437.953738268949,14419.190554488003,87.81259892371003,89.2953161856539
2022-03-23T05:00:00+01:00,14656.6,14670.2,14651.3,14668,14446.975160297618,14428.563473919843,88.01261829652978,89.45600150210119
2022-03-23T06:00:00+01:00,14667.7,14673.3,14656.4,14671,14455.760448129084,14437.789220040635,79.96604414261448,85.26375378761811
2022-03-23T07:00:00+01:00,14671.3,14681.2,14661.5,14666,14464.005136437747,14446.748858470412,75.72156196943965,81.23340813619465
2022-03-23T08:00:00+01:00,14666.1,14668,14640.8,14656.8,14471.565719322542,14455.252040491181,64.54033771106852,73.40931460770757
2022-03-23T09:00:00+01:00,14657.1,14664.6,14619.3,14637.6,14478.076867584403,14463.276666354272,42.71356783919598,60.99182250656806
2022-03-23T10:00:00+01:00,14638.1,14643.8,14587.5,14597.1,14482.744441404622,14470.430522575673,8.963585434173979,38.7391636614795
2022-03-23T11:00:00+01:00,14596.6,14606.5,14563.7,14577.9,14486.476031937775,14476.57363933741,11.983122362868277,21.220091878746093
2022-03-23T12:00:00+01:00,14577.9,14587,14534.3,14548.9,14488.924030685313,14481.557418186921,9.87153482082503,10.272747539289103
2022-03-23T13:00:00+01:00,14549,14569,14525.3,14534.2,14490.699558893733,14485.38418610116,5.672402804334846,9.175686662676059
2022-03-23T14:00:00+01:00,14534.3,14565.2,14465.8,14496.6,14490.930948741037,14487.955002332488,14.232902033272127,9.925613219477341
2022-03-23T15:00:00+01:00,14496.5,14611.6,14469.7,14592.2,14494.902284084526,14490.386570868466,58.68152274837539,26.19560919532746
2022-03-23T16:00:00+01:00,14592.1,14658.7,14580.9,14657.2,14501.266900394938,14493.344744559901,88.85793871866302,53.924121166770185
2022-03-23T17:00:00+01:00,14657.3,14686.9,14566.9,14602.5,14505.236825869646,14496.607303596766,61.82722749886952,69.78889632196932
2022-03-23T18:00:00+01:00,14602.6,14612,14495.8,14534.8,14506.39616603162,14499.746625024341,31.207598371777426,60.630921529769985
2022-03-23T19:00:00+01:00,14534.7,14558.3,14470.6,14504.3,14506.313963442144,14502.823227964565,17.412935323383056,36.81592039801
2022-03-23T20:00:00+01:00,14504.2,14534.3,14445.5,14447.7,14504.015376640491,14504.645846475756,0.9113504556755306,16.510628050278672
2022-03-23T21:00:00+01:00,14447.1,14468.7,14446.2,14468.3,14502.614773634981,14504.915421123767,9.444904722452074,9.256396833836893
2022-03-23T23:00:00+01:00,14463.1,14478.2,14460,14472.6,14501.437723688512,14504.155600687542,11.226180613090474,7.194145263739364
2022-03-24T00:00:00+01:00,14472.5,14487.2,14468.1,14479.8,14500.589185504648,14502.994204582146,14.208782104390773,11.626622479977778
2022-03-24T01:00:00+01:00,14479.6,14505,14461.1,14476.4,14499.640589994662,14501.65952989265,12.800331400165568,12.74509803921561
2022-03-24T02:00:00+01:00,14476.1,14491.5,14453.3,14485.4,14499.082135485067,14500.672881661565,16.528583264291505,14.512565589615948
2022-03-24T03:00:00+01:00,14485.2,14500.6,14478.2,14496.9,14498.996561544476,14499.949239243462,21.292460646230204,16.87379177022909
2022-03-24T04:00:00+01:00,14497,14524.4,14487.5,14524,14499.977088542732,14499.657112214307,32.51864125932068,23.446561723280798
2022-03-24T05:00:00+01:00,14523.8,14529.4,14515.9,14520.3,14500.774065462625,14499.694088205903,30.985915492957492,28.26567246616946
2022-03-24T06:00:00+01:00,14520.2,14550.2,14516.8,14543.6,14502.453513875855,14500.256672982141,40.63794531897287,34.71416735708368
2022-03-24T07:00:00+01:00,14543.7,14554.3,14513.8,14518.1,14503.067101566998,14501.053666198528,30.074565037282714,33.89947528307103
2022-03-24T08:00:00+01:00,14518,14548.7,14508.1,14513.4,14503.472313270253,14501.948816543683,40.78078078078056,37.164430379012046
2022-03-24T09:00:00+01:00,14513,14575,14509.8,14561.4,14505.743987259655,14503.102196287067,89.49806949806921,53.451138438710835
2022-03-24T10:00:00+01:00,14562.1,14575.6,14545.6,14547.1,14507.365791680844,14504.420541530711,78.09377401998469,69.45754143294482
2022-03-24T11:00:00+01:00,14547.6,14547.6,14508.6,14519.9,14507.857329261988,14505.501304607937,56.95517774343054,74.84900708716148
2022-03-24T12:00:00+01:00,14520,14577.1,14506.8,14531.1,14508.768806545831,14506.641645603706,62.843295638126335,65.96408246718052
2022-03-24T13:00:00+01:00,14532.5,14549.4,14509.9,14537.8,14509.907284720504,14507.928639893758,68.25525040387662,62.68457459514449
2022-03-24T14:00:00+01:00,14537.7,14556.1,14473.4,14486.2,14508.977587280484,14508.57535989792,26.57512116316734,52.5578890683901
2022-03-24T15:00:00+01:00,14485.4,14560.2,14438.9,14527,14509.684348563602,14509.039071274474,63.74819102749631,52.85952086484676
2022-03-24T16:00:00+01:00,14526.7,14667.8,14514.1,14639.6,14514.77907999248,14510.42342142057,87.68020969855878,59.33450729640748
2022-03-24T17:00:00+01:00,14639.5,14644.6,14585.8,14636.1,14519.53676313003,14512.577012737413,86.1511577107912,79.19318614561543
2022-03-24T18:00:00+01:00,14634.5,14669.8,14615.7,14658.5,14524.986301830813,14515.592816159473,95.10610653962785,89.64582464965929
2022-03-24T19:00:00+01:00,14659.9,14691.5,14634,14672.3,14530.763309602155,14519.949960623806,92.39904988123487,91.21877137721798
2022-03-24T20:00:00+01:00,14672.4,14773.4,14651.3,14770.6,14540.168670009913,14526.04682491307,99.1629297458896,95.55602872225079
2022-03-24T21:00:00+01:00,14769.7,14774.2,14758.9,14767.2,14549.071859421289,14532.905380798833,97.91231732776619,96.49143231829687
2022-03-24T23:00:00+01:00,14769.2,14780.4,14749.8,14750.5,14556.97100218908,14540.392228610643,91.24450951683758,96.10658553016445
2022-03-25T00:00:00+01:00,14750.4,14762.9,14743.2,14754.9,14564.732923671861,14548.341552978853,92.53294289897511,93.89658991452627
2022-03-25T01:00:00+01:00,14755,14756.9,14724.2,14732.9,14571.327710978847,14556.45443325419,86.09077598828696,89.95607613469987
2022-03-25T02:00:00+01:00,14732.8,14792.9,14727,14776.5,14579.373683097323,14564.295435871672,95.36723163841818,91.3303168418934
2022-03-25T03:00:00+01:00,14776.5,14776.8,14752.8,14772.2,14586.935499446448,14571.868163876707,94.15254237288167,91.87018333319558
2022-03-25T04:00:00+01:00,14772.4,14774.9,14748.8,14754.9,14593.52234260541,14579.178431959972,89.26553672316385,92.92843691148789
2022-03-25T05:00:00+01:00,14754.5,14818.9,14753.2,14807.9,14601.929309562061,14586.617709138012,97.10526315789474,93.50778075131342
2022-03-25T06:00:00+01:00,14808,14808.4,14773.8,14784.3,14609.081101343942,14594.16838721103,88.64829396325445,91.67303128143767
2022-03-25T07:00:00+01:00,14784,14799.4,14780.4,14798.6,14616.513215016728,14601.59629359491,91.29129129129161,92.34828280414693
2022-03-25T08:00:00+01:00,14798.4,14798.6,14765.3,14790.5,14623.336226192543,14608.87643894413,86.0236220472442,88.65440243393009
2022-03-25T09:00:00+01:00,14791.9,14792,14699.3,14735.4,14627.730883988914,14615.718147220829,54.84045429962133,77.38512254605239
2022-03-25T10:00:00+01:00,14735.4,14771,14711.8,14767.1,14633.19633951876,14621.971553212168,69.09307875895038,69.98571836860532
2022-03-25T11:00:00+01:00,14766.9,14802.9,14760.8,14798.9,14639.694522282729,14628.094237399928,83.2775919732442,69.0703750106053
2022-03-25T12:00:00+01:00,14798.3,14844.6,14782.1,14831.9,14647.231991997132,14634.237992796008,91.25946317962791,81.21004463727418
2022-03-25T13:00:00+01:00,14832,14840.7,14803.7,14818.8,14653.960149173716,14640.362777392244,82.24363386097667,85.59356300461627
2022-03-25T14:00:00+01:00,14818.6,14818.7,14713.9,14723.5,14656.687202147295,14646.15404102392,16.6551961459054,63.38609772883667
2022-03-25T15:00:00+01:00,14725.1,14812.4,14699.1,14751.9,14660.421037357206,14651.598980591607,36.288659793813935,45.062496600232016
2022-03-25T16:00:00+01:00,14751.7,14761.9,14575.7,14606.8,14658.318251578492,14655.323726450759,11.565637783562137,21.503164574427174
2022-03-25T17:00:00+01:00,14608.3,14671.9,14585.7,14648.1,14657.917535830316,14657.460835217396,26.924507251766357,24.92626827638081
2022-03-25T18:00:00+01:00,14646.5,14721.5,14622.9,14720.3,14660.363906974226,14658.741586777498,53.774637411676736,30.754927482335077
2022-03-25T19:00:00+01:00,14720.2,14754.4,14706.1,14742.8,14663.59669493602,14660.123485335242,62.14206024544394,47.613734969629014
2022-03-25T20:00:00+01:00,14742.8,14763.5,14629.6,14758,14667.298785330686,14661.499034929939,67.79471922647807,61.237138961199584
2022-03-25T21:00:00+01:00,14757.9,14761.8,14746.9,14753.7,14670.687068258894,14663.97279826602,66.1956117515806,65.37746374116755
2022-03-28T00:00:00+02:00,14753.2,14781.9,14734,14738.3,14673.338555778153,14667.057002255588,60.468575678690506,64.81963555224972
2022-03-28T01:00:00+02:00,14738.5,14750.8,14724.2,14726.2,14675.411553590775,14670.066531578897,55.968761621420676,60.87764968389726
2022-03-28T02:00:00+02:00,14725.8,14733.1,14709.5,14716.2,14677.011100508784,14672.74941269345,52.24990702863525,56.229081442915486
2022-03-28T03:00:00+02:00,14715.9,14718.8,14686.9,14693.5,14677.657724018243,14674.82120043096,43.80810710301206,50.67559191768934
2022-03-28T04:00:00+02:00,14693.4,14720.5,14688.4,14711.9,14679.00055837047,14676.483898453274,51.39622641509393,49.15141351558042
2022-03-28T05:00:00+02:00,14712,14724.1,14691.1,14698.7,14679.773085493196,14677.770804396283,50.617283950617285,48.607205822907765
2022-03-28T06:00:00+02:00,14698.6,14709.7,14692.1,14701.1,14680.609435081698,14678.810380694467,52.978453738910105,51.663988034873775
2022-03-28T07:00:00+02:00,14701.2,14706.6,14669.4,14678.6,14680.530633705945,14679.514287333901,49.903006789524824,51.16624815968407
2022-03-28T08:00:00+02:00,14678.8,14705.6,14664.3,14685.9,14680.741197090025,14680.13098194826,51.07033639143704,51.31726563995733
2022-03-28T09:00:00+02:00,14686,14742.8,14679.3,14720.8,14682.312130537475,14680.79329638166,61.57232704402493,54.1818900749956
2022-03-28T10:00:00+02:00,14721.2,14740.3,14688.5,14737.4,14684.472439143849,14681.733167111792,70.78135259356519,61.14133867634239
2022-03-28T11:00:00+02:00,14737.9,14738.9,14686.6,14716.2,14685.716657216639,14682.754611538778,56.86145764937674,63.07171242898895
2022-03-28T12:00:00+02:00,14716.6,14754.4,14707.9,14742.7,14687.951298110103,14684.23874441961,66.6666666666677,64.76982563653655
2022-03-28T13:00:00+02:00,14742.7,14812.8,14742.7,14811.6,14692.800266811668,14686.650558363937,99.19191919191992,74.24001450265479
2022-03-28T14:00:00+02:00,14811.5,14817.2,14752,14762.2,14695.521824975916,14689.292497251625,64.02877697841761,76.6291209456684
2022-03-28T15:00:00+02:00,14761.6,14915.6,14741.1,14889.7,14703.136655369019,14693.02534049666,89.69359331476342,84.30476316170031
2022-03-28T16:00:00+02:00,14889.8,14894.3,14782.6,14878.7,14710.02149241337,14697.886307536008,85.31635495423816,79.67957508247305
2022-03-28T17:00:00+02:00,14877.3,14889.5,14721.1,14737.9,14711.11476722069,14702.519001358125,29.287703939514543,68.0992174028387
2022-03-28T18:00:00+02:00,14738,14795,14704.3,14788,14714.129874388505,14706.78492287349,49.22403501790696,54.60936463721989
2022-03-28T19:00:00+02:00,14788.1,14855.9,14784.4,14849.2,14719.426742059544,14711.565906290218,73.57739753282955,50.69637883008369
2022-03-28T20:00:00+02:00,14849.1,14945.2,14833.3,14944.6,14728.257065900347,14716.589988396483,99.78640085439645,74.19594446837766
2022-03-28T21:00:00+02:00,14944.1,14992.6,14921.3,14990.1,14738.525416257196,14722.290773165249,99.23850137069753,90.86743325264119
2022-03-28T22:00:00+02:00,14990.4,15001,14983.3,14984.3,14748.163635227502,14729.700546766611,94.80882810071473,97.94457677526958
2022-03-29T00:00:00+02:00,14978.9,14984.8,14968.4,14978.8,14757.208198551913,14738.316211599293,92.93893129770969,95.66208692304066
2022-03-29T01:00:00+02:00,14978.9,14993,14974.4,14978.6,14765.890229981249,14747.60890918363,92.87531806615787,93.54102582152746
